rank,project_name,project_code,legacy_ocms_code,State,agency,original_cost,revised_cost,expenditure,physical_progress,cost_overrun_percent,schedule_change_months,expenditure_progress_gap,cost_risk,schedule_risk,progress_risk,financial_risk,rule_based_score,ml_score,final_risk_score,risk_level,risk_reasons
296,6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Chandauli- Chainpur Road near Khainti village to junction with Bhabhua-Adhaura road near Palka village from Km. 27.000 to Km. 54.000 Pkg-2,National Highways Authority of India [NHAI],618726,Bihar,National Highways Authority of India [NHAI],1240.93,1341.52,103.25,14.08,8.106017261247606,0.0,-6.383506470272527,25,0,100,0,32.5,91.95699,56.282798767089844,HIGH,Low physical progress
297,Delhi-Amritsar-Katra Expressway Phase-I Pkg-VIII from Junction with Ludhiana- Malerkotla SH-11 near Bhogiwal village to Junction with Ludhiana-Moga road NH-5 near Mullanpur Dakha Km 225770 to km 260860,National Highways Authority of India [NHAI],618488,Punjab,National Highways Authority of India [NHAI],1895.74,2034.94,751.95,31.08,7.342779073079645,,5.871949443226832,25,50,75,0,41.25,78.75571,56.25228309631348,HIGH,Low physical progress
298,4L of Bamni - Rajura - Warur - Devada upto M.S. Border of NH - 930D from km 19.000 to km 51.985,National Highways Authority of India [NHAI],618941,"Multi-States
(Maharashtra,
Telangana)",National Highways Authority of India [NHAI],968.05,1187.19,599.67,68.15,22.637260472083064,9.0,-17.63828746872869,50,50,40,0,40.0,80.576836,56.230735778808594,HIGH,Cost overrun above 10% | Schedule delay above 6 months
299,Dhamra Haldia Pipeline Project,Ministry of Petroleum & Natural Gas,701344,"Multi-States
(Odisha, West
Bengal)",Ministry of Petroleum & Natural Gas,1030.65,1125.0,916.9,93.7,9.154417115412594,46.0,-12.197777777777787,25,100,0,0,37.5,84.112175,56.14487075805664,HIGH,Schedule delay above 6 months
300,6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Bhabhua-Adhaura road in Bhairopur village to Konki village From KM. 54.000 to KM. 90.000Pkg-3,National Highways Authority of India [NHAI],618727,Bihar,National Highways Authority of India [NHAI],1576.94,1711.44,123.3,16.0,8.529176760054282,0.0,-8.795540597391671,25,0,100,0,32.5,91.473045,56.08921813964844,HIGH,Low physical progress
301,Karnal ring road Lot-4/Pkg-1,National Highways Authority of India [NHAI],619201,Haryana,National Highways Authority of India [NHAI],1741.45,2041.54,461.25,91.61,17.232191564500845,14.0,-69.01676156234998,50,75,0,0,37.5,83.93878,56.07551193237305,HIGH,Cost overrun above 10% | Schedule delay above 6 months
302,Development of Surface Facilities for production and evacuation of Crude Oil and Natural Gas from Nadua and East Khagorija,Ministry of Petroleum & Natural Gas,604863,Assam,Ministry of Petroleum & Natural Gas,682.9,726.93,598.62,94.3,6.44750329477229,76.0,-11.95094300689199,25,100,0,0,37.5,83.85977,56.04391098022461,HIGH,Schedule delay above 6 months
303,3rd Line Kalyan - Kasara [67.35 Kilometres],Central Railway,705498,Maharashtra,Central Railway,792.89,1395.79,1077.37,73.0,76.03829030508645,0.0,4.187112674542718,100,0,40,0,40.0,80.080124,56.03205108642578,HIGH,Cost overrun above 10%
304,4L Greenfield Alignment of Amas to Shivrampur from 0.000 Km. to 55.002 Km. of NH 119 D Pkg-I,National Highways Authority of India [NHAI],618739,Bihar,National Highways Authority of India [NHAI],1390.92,1427.43,341.86,45.35,2.6248813734794227,18.0,-21.400664480920256,25,75,75,0,48.75,66.537796,55.8651180267334,HIGH,Schedule delay above 6 months | Low physical progress
305,Bijnor-Kotawali,National Highways Authority of India [NHAI],618925,Uttar Pradesh,National Highways Authority of India [NHAI],300.58,334.48,264.54,96.53,11.278195488721815,36.0,-17.440069361396795,50,100,0,0,45.0,72.114105,55.84564208984375,HIGH,Cost overrun above 10% | Schedule delay above 6 months
306,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH- 37 Old from Km 501.800 to Km 514.800 13.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-II Road Works",NHIDCL,619013,Assam,NHIDCL,508.76,542.87,58.12,47.34,6.704536520166683,,-36.63393777515796,25,50,75,0,41.25,77.6716,55.81863975524902,HIGH,Low physical progress
307,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],National Thermal Power Corporation [NTPC],400261,Jharkhand,National Thermal Power Corporation [NTPC],18668.0,20302.0,18690.0,88.74,8.752946218127276,47.0,3.319895576790472,25,100,0,0,37.5,83.29178,55.81671142578125,HIGH,Schedule delay above 6 months
308,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],National Highways Authority of India [NHAI],618520,Karnataka,National Highways Authority of India [NHAI],1438.74,1786.57,1051.89,99.2,24.176015124344907,38.0,-40.32237415830333,50,100,0,0,45.0,71.99523,55.79809379577637,HIGH,Cost overrun above 10% | Schedule delay above 6 months
309,Talcher-Bimlagarh New Railway Line,East Coast Railway [ECoR] - II,705359,Odisha,East Coast Railway [ECoR] - II,1928.0,1928.0,2120.08,56.0,0.0,48.0,53.96265560165975,0,100,40,100,55.0,56.982086,55.7928352355957,HIGH,Schedule delay above 6 months | Expenditure is significantly ahead of physical progress | Expenditure exceeds revised project cost
310,"Replacement and revamping of pipeline projects in oil jetty area, Kandla",Deendayal Port Trust [DPT],701570,Gujarat,Deendayal Port Trust [DPT],171.0,211.61,149.5,91.0,23.748538011695913,18.0,-20.35116487878645,50,75,0,0,37.5,83.18645,55.77457809448242,HIGH,Cost overrun above 10% | Schedule delay above 6 months
311,4 Laning of Talcher to end of Kamakhyanagar Bypass km 8.844 - km 15.725 of NH- 149 and km 301.875 - km 335.946 of NH-53 Pkg-I,National Highways Authority of India [NHAI],619157,Odisha,National Highways Authority of India [NHAI],795.18,810.71,402.98,99.0,1.953016926985096,62.0,-49.29295309050091,25,100,0,0,37.5,83.16968,55.76787185668945,HIGH,Schedule delay above 6 months
312,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-14 Ch. 388.420 to Ch. 419.000 [Junction with NH- 76 to Junction with NH-12 near village Ummedpura],National Highways Authority of India [NHAI],618456,Rajasthan,National Highways Authority of India [NHAI],1119.35,1194.17,975.7,99.8,6.684236387189009,22.0,-18.094715157808352,25,75,0,0,30.0,93.957825,55.5831298828125,HIGH,Schedule delay above 6 months
313,Vadodara Mumbai Expressway Phase II - Pkg XIV [Km. 3.000 to Km. 20.200 of Spur] Shirsad - Akloli,National Highways Authority of India [NHAI],618470,Maharashtra,National Highways Authority of India [NHAI],2058.79,2324.72,629.88,86.0,12.916810359482987,24.0,-58.90512405795106,50,75,0,0,37.5,82.70559,55.582237243652344,HIGH,Cost overrun above 10% | Schedule delay above 6 months
314,Indore - Harda Pkg-III [Nanasa to Pidgaon Section from km 95.000 to km 142.445],National Highways Authority of India [NHAI],618695,Madhya Pradesh,National Highways Authority of India [NHAI],1146.22,1240.64,626.01,98.21,8.23751112351905,31.0,-47.75136574671137,25,100,0,0,37.5,82.681786,55.572715759277344,HIGH,Schedule delay above 6 months
315,4L of Bhavnagar - Talaja Package-I from Km. 6.945 to Km. 54.990 of Old NH-8E,National Highways Authority of India [NHAI],619148,Gujarat,National Highways Authority of India [NHAI],1185.66,1343.16,53.18,100.0,13.283740701381507,,-96.04068018702164,50,50,0,0,30.0,93.844154,55.537662506103516,HIGH,Cost overrun above 10%
316,Widening & Strenghteningof section from Bharthana chowk to Kodarkoot km.0.00 to km.40.00 of NH-91-A on EPC mode,MoRTH,618063,Uttar Pradesh,MoRTH,262.37,343.77,112.46,92.0,31.024888516217548,21.0,-59.286266980830206,75,75,0,0,45.0,71.208885,55.48355484008789,HIGH,Cost overrun above 10% | Schedule delay above 6 months
317,4L of Ormanjhi-Gola section from Km 81.450 to Km 53.600 of NH- 320BPKG-II,National Highways Authority of India [NHAI],618644,Jharkhand,National Highways Authority of India [NHAI],1214.93,1462.19,837.8,86.57,20.35178981505107,13.0,-29.272384778995885,50,75,0,0,37.5,82.33282,55.433128356933594,HIGH,Cost overrun above 10% | Schedule delay above 6 months
318,Khammam-Devarapalle Pkg II [4L Access Controlled Greenfield from Somavaram village to Chintagudem village Design Chainage 33604 to 63117],National Highways Authority of India [NHAI],619128,Telangana,National Highways Authority of India [NHAI],615.78,981.64,431.67,98.02,59.41407645587711,20.0,-54.04563057740108,100,75,0,0,52.5,59.733383,55.393354415893555,HIGH,Cost overrun above 10% | Schedule delay above 6 months
319,Nandigama Bypass and Kanchikacherla bypass,National Highways Authority of India [NHAI],618629,Andhra Pradesh,National Highways Authority of India [NHAI],416.07,444.58,110.65,98.47,6.852212368111132,83.0,-73.5813410409825,25,100,0,0,37.5,82.00461,55.30184555053711,HIGH,Schedule delay above 6 months
320,Khammam-Devarapalle Pkg IV [4L Access Controlled Greenfield from Recherla village to Gurvaygudem village Design Chainage 105236 to 132664],National Highways Authority of India [NHAI],618748,Andhra Pradesh,National Highways Authority of India [NHAI],569.37,752.02,355.88,100.0,32.0793157349351,8.0,-52.67679051089067,75,50,0,0,37.5,81.84498,55.23799133300781,HIGH,Cost overrun above 10% | Schedule delay above 6 months
321,Sangariya near Chautala-Rasisar near Bikaner section of NH-754K Phase-I AJ/SR- Package-7,National Highways Authority of India [NHAI],618611,Rajasthan,National Highways Authority of India [NHAI],520.63,548.42,426.0,100.0,5.337763863012112,35.0,-22.3223077203603,25,100,0,0,37.5,81.80587,55.222347259521484,HIGH,Schedule delay above 6 months
322,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,Central Railway [CR] - II,3445.0,3445.0,3002.93,50.0,0.0,21.0,37.16777939042089,0,75,40,75,43.75,72.3298,55.18192100524902,HIGH,Schedule delay above 6 months | Expenditure is significantly ahead of physical progress
323,Rehabilitation and upgradation Umaria to Shahdol section of NH-78 from Existing Km. 68/4 to Km. 142/2 to 2LPS including construction of Birshinghpur and Shahdol Bypass on EPC mode under NHDP-IVA,MoRTH,617911,Madhya Pradesh,MoRTH,511.83,613.16,0.0,94.5,19.79758904323701,107.0,-94.5,50,100,0,0,45.0,70.39595,55.15838050842285,HIGH,Cost overrun above 10% | Schedule delay above 6 months
324,Redevelopment of Linch Field,Oil and Natural Gas Corporation Limited [ONGC],400169,Gujarat,Oil and Natural Gas Corporation Limited [ONGC],631.03,845.42,612.97,90.0,33.974612934408825,16.0,-17.495209481677733,75,75,0,0,45.0,70.21415,55.08566093444824,HIGH,Cost overrun above 10% | Schedule delay above 6 months
325,4L Sundar Nagar Bypass from Km.173.900 to Km.179.600 of NH-21,National Highways Authority of India [NHAI],618852,Himachal Pradesh,National Highways Authority of India [NHAI],191.11,192.11,182.17,100.0,0.5232588561561404,23.0,-5.174118994326179,25,75,0,0,30.0,92.56922,55.02769088745117,HIGH,Schedule delay above 6 months
326,Thorapalli - Agraharam - Jittandahalli Section from km 23.350 to km 60.100 [Hosur to Dhamrapuri Pkg-2],National Highways Authority of India [NHAI],619094,Tamil Nadu,National Highways Authority of India [NHAI],1243.57,1272.11,623.59,82.56,2.2950055083348717,36.0,-33.53986809316804,25,100,0,0,37.5,81.285805,55.01432418823242,HIGH,Schedule delay above 6 months
327,6L Aluru - Jakkuva Section of NH-130CD Road from km 365.033 to km 396.800 Pkg. 1,National Highways Authority of India [NHAI],618681,"Multi-States
(Andhra Pradesh,
Odisha)",National Highways Authority of India [NHAI],1216.12,1241.66,683.05,96.23,2.1001216985166096,27.0,-41.21896638371214,25,100,0,0,37.5,81.26052,55.004207611083984,HIGH,Schedule delay above 6 months
328,"Andheri Residential Towers, Mumbai",Ministry of Petroleum & Natural Gas,604833,Maharashtra,Ministry of Petroleum & Natural Gas,281.35,389.67,270.49,79.5,38.500088857295175,13.0,-10.084853850694188,75,75,0,0,45.0,69.95925,54.98370170593262,HIGH,Cost overrun above 10% | Schedule delay above 6 months
329,6L Access Controlled Greenfield Highway of Julekal village to Dinnedevarapadu village from Km 242.200 to Km 280.400 Pkg-2,National Highways Authority of India [NHAI],619212,"Multi-States
(Andhra Pradesh,
Telangana)",National Highways Authority of India [NHAI],1227.57,1315.87,524.04,65.24,7.193072492810998,23.0,-25.41539726568734,25,75,40,0,40.0,77.406136,54.962453842163086,HIGH,Schedule delay above 6 months
330,4L Greenfield spur from Delhi-Vadodara Greenfield expressway near Bandikui to Jaipur,National Highways Authority of India [NHAI],619063,Rajasthan,National Highways Authority of India [NHAI],1636.15,2170.39,1205.29,100.0,32.65226293432752,18.0,-44.46666267352872,75,75,0,0,45.0,69.84317,54.93726921081543,HIGH,Cost overrun above 10% | Schedule delay above 6 months
331,Pottangi Bauxite Mines Project,National Aluminium Company Limited [NALCO],400299,Odisha,National Aluminium Company Limited [NALCO],1381.0,1960.77,770.08,52.1,41.981897175959446,14.0,-12.825633297123067,75,75,40,0,55.0,54.840504,54.936201095581055,HIGH,Cost overrun above 10% | Schedule delay above 6 months
332,Barhi-Koderma Section of NH31 km 0.00 - km 27.5,National Highways Authority of India [NHAI],618863,Jharkhand,National Highways Authority of India [NHAI],662.44,826.59,478.57,98.5,24.77960268099752,21.0,-40.60309827121064,50,75,0,0,37.5,80.816666,54.82666778564453,HIGH,Cost overrun above 10% | Schedule delay above 6 months
333,Khurda-Bolangir New Broad Gauge Rail Link [301km],East Coast Railway [ECoR] - II,705358,Odisha,East Coast Railway [ECoR] - II,3792.0,5089.0,5671.96,92.0,34.20358649789029,0.0,19.45529573590096,75,0,0,40,28.5,93.93323,54.67329177856445,HIGH,Cost overrun above 10% | Expenditure exceeds revised project cost
334,4L of Haridwar-Nagina section from km. 0.00 to km. 71.614 of NH-74,National Highways Authority of India [NHAI],619217,"Multi-States (Uttar
Pradesh,
Uttarakhand)",National Highways Authority of India [NHAI],1659.12,1622.49,822.5,97.64,-2.207796904383039,70.0,-46.94631313598235,0,100,0,0,30.0,91.68261,54.67304611206055,HIGH,Schedule delay above 6 months
335,Belgaum-Khanapur Pkg I Km 0.000-Km 30.800 of NH-4A,National Highways Authority of India [NHAI],619164,Karnataka,National Highways Authority of India [NHAI],1214.3,1195.74,497.43,72.77,-1.5284526064399198,66.0,-31.169819358723466,0,100,40,0,40.0,76.59399,54.63759422302246,HIGH,Schedule delay above 6 months
336,Hariharganj to Parwa Mode section from km 23.284 to km 57.049 of NH-98,National Highways Authority of India [NHAI],618951,"Multi-States
(Bihar, Jharkhand)",National Highways Authority of India [NHAI],1125.78,1186.56,609.94,91.3,5.398923413100248,28.0,-39.89594120819848,25,100,0,0,37.5,79.92701,54.47080421447754,HIGH,Schedule delay above 6 months
337,4L of Greenfield section from Sirhind to Mohali,National Highways Authority of India [NHAI],618776,Punjab,National Highways Authority of India [NHAI],1237.65,1301.15,979.97,88.82,5.1306912293459375,13.0,-13.50431771894094,25,75,0,0,30.0,90.95904,54.38361740112305,HIGH,Schedule delay above 6 months
338,4L of existing 2/4L stretch from Lonand to Dive Ghat Km 166.400 to Km 220.900 of Mohol Alandi section of NH-965 Pkg - V,National Highways Authority of India [NHAI],619209,Maharashtra,National Highways Authority of India [NHAI],1709.56,2049.51,1125.89,98.52,19.885233627366123,23.0,-43.585405877502424,50,75,0,0,37.5,79.67157,54.36862754821777,HIGH,Cost overrun above 10% | Schedule delay above 6 months
339,4-L of Rajamunda to Barkote Section of NH-23 from km. 287.200 to km. 337.185,National Highways Authority of India [NHAI],618913,Odisha,National Highways Authority of India [NHAI],609.63,630.97,114.77,96.52,3.50048390007054,42.0,-78.33054566778135,25,100,0,0,37.5,79.63511,54.35404396057129,HIGH,Schedule delay above 6 months
340,Bal. Works of Fagne Km. 510.000 to Maharashtra/Gujarat Border Km. 650.794,National Highways Authority of India [NHAI],618637,"Multi-States
(Gujarat,
Maharashtra)",National Highways Authority of India [NHAI],1654.07,1672.89,1356.95,97.66,1.1377994885343523,51.0,-16.545880123618417,25,100,0,0,37.5,79.57225,54.328901290893555,HIGH,Schedule delay above 6 months
341,3rd Line Wardha - Ballarshah [132 Kilometres],Central Railway [CR] - II,705502,Maharashtra,Central Railway [CR] - II,1384.72,2033.59,1813.52,98.0,46.85929285342884,2.0,-8.821748730078326,75,25,0,0,30.0,90.68228,54.27291488647461,HIGH,Cost overrun above 10%
342,2L PS of JH / WB Border km. 70.524 - Purulia km.84.400 & Purulia km. 94.30 - Chandil Junction with NH-33 km. 153.705 of Old NH-32,National Highways Authority of India [NHAI],618909,"Multi-States
(Jharkhand, West
Bengal)",National Highways Authority of India [NHAI],1652.4,1771.88,749.26,97.4,7.230694747034618,50.0,-55.11384066641082,25,100,0,0,37.5,79.32485,54.22994041442871,HIGH,Schedule delay above 6 months
343,Tindivanam-Nagari New Line Project [184.5 km],Ministry of Railways,400275,"Multi-States
(Andhra Pradesh,
Tamil Nadu)",Ministry of Railways,3631.0,3631.0,1259.7,16.5,0.0,30.0,18.192922060038555,0,100,100,40,61.0,43.996056,54.19842300415039,HIGH,Schedule delay above 6 months | Low physical progress
344,Rehabilitation and Upgradation to 4L configuration & Strengthening of Sihuni to Rajol from Km 51.000 to Km 72.000 of NH-154 Package-IIA,National Highways Authority of India [NHAI],618878,Himachal Pradesh,National Highways Authority of India [NHAI],696.65,776.59,318.08,96.6,11.474915667838951,9.0,-55.64145044360602,50,50,0,0,30.0,90.47888,54.19155502319336,HIGH,Cost overrun above 10% | Schedule delay above 6 months
345,Doubling of Katni - Singrauli Railway Line [261 km],Indian Railway Construction International Limited [IRCON],705660,Madhya Pradesh,Indian Railway Construction International Limited [IRCON],2445.0,4377.0,3306.78,81.1,79.01840490797547,0.0,-5.550993831391352,100,0,0,0,30.0,90.471275,54.18851089477539,HIGH,Cost overrun above 10%
